epoch,generalized_dice,loss,val_generalized_dice,val_loss
0,0.5058786869049072,0.5605218410491943,0.19379112124443054,0.8911740183830261
1,0.6415369510650635,0.40543845295906067,0.20560134947299957,0.8381722569465637
2,0.6697759032249451,0.3720017671585083,0.21018262207508087,0.8449884653091431
3,0.689254105091095,0.3500362038612366,0.21674267947673798,0.8373129367828369
4,0.6985808610916138,0.3401162326335907,0.22920404374599457,0.8079065680503845
5,0.7071805596351624,0.32878875732421875,0.21785718202590942,0.8294480443000793
6,0.7101767659187317,0.3255254626274109,0.20668312907218933,0.8422222137451172
7,0.7230305075645447,0.310384601354599,0.23394279181957245,0.8006437420845032
8,0.7208008170127869,0.3137536644935608,0.23503145575523376,0.8065589070320129
9,0.7325087785720825,0.2996932864189148,0.22865626215934753,0.8119535446166992
10,0.7294665575027466,0.3025723993778229,0.22861534357070923,0.8082218766212463
11,0.7379225492477417,0.2939329445362091,0.21319963037967682,0.8273466229438782
12,0.7434226274490356,0.28729310631752014,0.22253189980983734,0.836320161819458
13,0.7404091358184814,0.29036185145378113,0.21665550768375397,0.823562502861023
14,0.7348588109016418,0.29643765091896057,0.23890285193920135,0.7964954376220703
15,0.7493969202041626,0.280153751373291,0.23067179322242737,0.8119016885757446
16,0.7476837038993835,0.2818334698677063,0.23532654345035553,0.8018672466278076
17,0.7544607520103455,0.2744144797325134,0.2361610233783722,0.8012171387672424
18,0.7525557279586792,0.2767663598060608,0.238081157207489,0.7961681485176086
19,0.7529311180114746,0.276093065738678,0.2267511785030365,0.8176441788673401
20,0.7539994716644287,0.2745963931083679,0.2390034794807434,0.7961814999580383
21,0.7524077892303467,0.27665600180625916,0.23588593304157257,0.796199381351471
22,0.7565048336982727,0.27204030752182007,0.24374525249004364,0.7932418584823608
23,0.7558273077011108,0.27280327677726746,0.2407248616218567,0.7950235605239868
24,0.7586653232574463,0.26961198449134827,0.23068568110466003,0.8063093423843384
25,0.7620795965194702,0.2664445638656616,0.2398671805858612,0.7976224422454834
26,0.7585224509239197,0.27038198709487915,0.24319490790367126,0.7901948094367981
27,0.7655354142189026,0.2616649866104126,0.24136555194854736,0.7943322658538818
28,0.7587776184082031,0.2686663568019867,0.236805260181427,0.8010575771331787
29,0.7616292238235474,0.2661266028881073,0.24212238192558289,0.7922170758247375
30,0.7680226564407349,0.2591012120246887,0.2386486679315567,0.7954838871955872
31,0.7663464546203613,0.2604096233844757,0.240936741232872,0.7935482859611511
32,0.7711819410324097,0.25611764192581177,0.2387511134147644,0.7981488704681396
33,0.7652223110198975,0.26186585426330566,0.23301108181476593,0.8033871650695801
34,0.7756342887878418,0.24989262223243713,0.24202384054660797,0.7900128364562988
35,0.771613359451294,0.2546756863594055,0.2424047738313675,0.7919478416442871
36,0.7702924609184265,0.2559472918510437,0.22591395676136017,0.8222767114639282
37,0.767976701259613,0.25853684544563293,0.24131913483142853,0.7906671166419983
38,0.7711281180381775,0.2550840973854065,0.2389536201953888,0.7971181273460388
39,0.7687727808952332,0.2573452591896057,0.24245396256446838,0.7934620380401611
40,0.7766256928443909,0.24875855445861816,0.24457305669784546,0.7912357449531555
41,0.7827903032302856,0.24266557395458221,0.24468295276165009,0.7913169860839844
42,0.7708156704902649,0.25552526116371155,0.23210228979587555,0.8034952878952026
43,0.7826809883117676,0.2421603798866272,0.23876169323921204,0.795504093170166
44,0.7822285294532776,0.2421940118074417,0.23902924358844757,0.7954421639442444
45,0.7844251394271851,0.24001584947109222,0.24018441140651703,0.7969488501548767
46,0.7878526449203491,0.23649269342422485,0.24423104524612427,0.7919670343399048
47,0.7837112545967102,0.24101875722408295,0.23701061308383942,0.7980996370315552
48,0.7809176445007324,0.24376563727855682,0.24048766493797302,0.7956662178039551
49,0.7910441160202026,0.23308975994586945,0.24278979003429413,0.7958858609199524
50,0.7725026607513428,0.25372377038002014,0.24171778559684753,0.7952216863632202
51,0.7799217104911804,0.2449081391096115,0.23362408578395844,0.8043237328529358
52,0.7776162624359131,0.2476462572813034,0.23790383338928223,0.7958162426948547
53,0.7791621685028076,0.24579443037509918,0.243101105093956,0.7902929186820984
54,0.7790285348892212,0.24568891525268555,0.24253696203231812,0.79212886095047
55,0.7869607210159302,0.23701827228069305,0.24071736633777618,0.7944220304489136
56,0.7856389284133911,0.23838546872138977,0.2340541034936905,0.8030806183815002
57,0.7783297300338745,0.2465016394853592,0.24051342904567719,0.7952313423156738
58,0.7880551218986511,0.235930398106575,0.23950894176959991,0.7979685068130493
59,0.7912312746047974,0.23216643929481506,0.24452252686023712,0.7911622524261475
60,0.7828332185745239,0.24169433116912842,0.23869238793849945,0.8043928146362305
61,0.7866165041923523,0.2369418740272522,0.24190130829811096,0.7911479473114014
62,0.7962932586669922,0.22689074277877808,0.24356351792812347,0.7910661101341248
63,0.7884272933006287,0.23508241772651672,0.2420135885477066,0.7950446009635925
64,0.7924580574035645,0.23052507638931274,0.24265515804290771,0.7965930104255676
65,0.7954968214035034,0.2272024303674698,0.24050448834896088,0.7950538396835327
66,0.7943094372749329,0.22882753610610962,0.24278195202350616,0.7943594455718994
67,0.7923036813735962,0.23102784156799316,0.24164921045303345,0.7960132360458374
68,0.7991913557052612,0.22338233888149261,0.2433069348335266,0.7894887924194336
69,0.799518883228302,0.22345538437366486,0.22733820974826813,0.8146386742591858
70,0.7929868698120117,0.23024629056453705,0.24371373653411865,0.7911152243614197
71,0.8021111488342285,0.22036777436733246,0.2418496012687683,0.7973788380622864
72,0.7971278429031372,0.22573807835578918,0.23235616087913513,0.8055467009544373
73,0.7952483892440796,0.22742785513401031,0.22193950414657593,0.8200780153274536
74,0.7984248399734497,0.22442303597927094,0.24206985533237457,0.7932472229003906
75,0.7922669053077698,0.23145337402820587,0.24038919806480408,0.7933540940284729
76,0.7604263424873352,0.2674756944179535,0.23239164054393768,0.80577552318573
77,0.7792222499847412,0.24596092104911804,0.2338729053735733,0.8026974201202393
78,0.7862625122070312,0.23774461448192596,0.24014686048030853,0.7938265800476074
79,0.7934487462043762,0.23002353310585022,0.23636382818222046,0.8028000593185425
80,0.79268878698349,0.23123323917388916,0.24206091463565826,0.7933254241943359
81,0.795670747756958,0.22733034193515778,0.24031034111976624,0.7960768938064575
82,0.7949354648590088,0.22808244824409485,0.2287217527627945,0.8103275299072266
83,0.7903255820274353,0.23298464715480804,0.24225598573684692,0.7948915362358093
84,0.8009679317474365,0.22128872573375702,0.24158339202404022,0.79317307472229
85,0.8023951053619385,0.2197234183549881,0.24437497556209564,0.7919585704803467
86,0.7995204925537109,0.22283431887626648,0.24393966794013977,0.7951865792274475
87,0.801544725894928,0.2204478234052658,0.2389650195837021,0.7955877184867859
88,0.8053054809570312,0.2170248031616211,0.23715855181217194,0.8002432584762573
89,0.8052986860275269,0.21728241443634033,0.23791031539440155,0.8010188937187195
90,0.7988027334213257,0.22425208985805511,0.23500482738018036,0.8059751391410828
91,0.7925513386726379,0.23095367848873138,0.24267879128456116,0.7963975071907043
92,0.8043814897537231,0.21765713393688202,0.23938368260860443,0.7955171465873718
93,0.803464949131012,0.21845054626464844,0.23707573115825653,0.8047065138816833
94,0.8023988604545593,0.21963386237621307,0.23015867173671722,0.8076190948486328
95,0.8053991198539734,0.21670077741146088,0.2419806867837906,0.7922376990318298
96,0.8048136830329895,0.21693956851959229,0.2387830913066864,0.7977964878082275
97,0.7975814938545227,0.2250880002975464,0.23988431692123413,0.7950984239578247
98,0.8020761013031006,0.22057175636291504,0.23672080039978027,0.8053862452507019
99,0.801993191242218,0.22050508856773376,0.2345363199710846,0.811854362487793
100,0.8033932447433472,0.21849733591079712,0.23855426907539368,0.7980961203575134
101,0.8110314607620239,0.21024897694587708,0.23641186952590942,0.8036140203475952
102,0.808832585811615,0.21273207664489746,0.23873338103294373,0.8033130764961243
103,0.7968405485153198,0.2254529744386673,0.2361605316400528,0.7995578050613403
104,0.8024704456329346,0.2200080156326294,0.2355911284685135,0.8074241876602173
105,0.8092615604400635,0.21243852376937866,0.2414621114730835,0.7964340448379517
106,0.8113442063331604,0.2101615071296692,0.23422372341156006,0.8045685887336731
107,0.8030834794044495,0.21934650838375092,0.2343607246875763,0.8055601716041565
108,0.8075351119041443,0.21439991891384125,0.23778679966926575,0.8020489811897278
109,0.799273669719696,0.2242070436477661,0.2348041534423828,0.8035666942596436
110,0.8095943927764893,0.21204939484596252,0.23928020894527435,0.7980532646179199
111,0.810767650604248,0.21053870022296906,0.2401474416255951,0.7985507845878601
112,0.8094916343688965,0.21131980419158936,0.2420477569103241,0.7942940592765808
113,0.8061159253120422,0.2155059278011322,0.23820076882839203,0.8016273975372314
114,0.8103256821632385,0.21101152896881104,0.23365886509418488,0.8062532544136047
115,0.8072999119758606,0.2143504023551941,0.22961290180683136,0.8152593374252319
116,0.8029797077178955,0.21910902857780457,0.24365369975566864,0.7917641997337341
